Agent_Age,Agent_Rating,Distance_km,Pickup_Lag_min,Hour,DayOfWeek,Weather_enc,Traffic_enc,Vehicle_enc,Area_enc,Category_enc,Delivery_Time
25,4.7,19.470884197808502,1910890.0,17.0,0.0,2,3,1,0,12,75
30,4.5,8.936297424957562,1866255.0,19.0,3.0,4,1,1,0,8,135
24,4.7,9.07534450196205,1850410.0,22.0,0.0,3,2,0,1,12,80
36,4.6,19.087358121416507,1905130.0,23.0,4.0,1,2,0,1,9,90
39,5.0,4.541151313453414,1906565.0,23.0,3.0,4,2,0,1,12,140
27,5.0,12.417003842687146,1854735.0,20.0,4.0,0,1,0,3,10,15
27,4.9,9.219783818326418,1874890.0,20.0,4.0,1,1,0,3,10,10
30,4.2,17.097925435353915,1861935.0,20.0,6.0,3,1,1,1,9,180
28,4.9,4.528162065607132,1874890.0,17.0,4.0,2,3,0,0,0,105
26,4.4,3.116455382882508,1869125.0,8.0,1.0,1,2,0,1,8,145
36,4.8,2.9797958851316784,1889290.0,8.0,1.0,4,2,0,0,5,100
39,4.3,9.326603239772547,1874895.0,18.0,4.0,2,3,1,1,6,155
35,4.3,4.528164580408178,1869130.0,19.0,1.0,1,1,0,2,4,230
36,5.0,7.7626058902454,1870565.0,23.0,6.0,3,2,1,1,3,95
27,5.0,9.22086597503784,1860495.0,19.0,0.0,0,1,1,1,0,95
23,4.7,12.580267822400963,1910895.0,18.0,0.0,3,3,1,1,1,140
31,4.8,6.105290657855922,1909455.0,12.0,1.0,4,0,0,1,8,190
24,4.7,9.435201537430714,1860495.0,20.0,0.0,5,1,0,0,13,90
22,4.9,9.12201685083382,1869130.0,23.0,1.0,3,2,0,1,5,75
21,4.9,6.209449516823057,1863375.0,16.0,5.0,5,3,0,0,6,65
26,4.9,4.717601092054723,1915215.0,18.0,4.0,0,3,0,0,3,55
32,4.7,7.6838087174265155,1863365.0,19.0,5.0,1,1,2,0,4,135
32,4.7,3.1162384958431986,1850405.0,9.0,0.0,0,2,0,1,13,120
23,4.6,7.562980271914233,1860495.0,22.0,0.0,4,2,0,1,9,95
29,4.8,12.420728618905603,1846095.0,18.0,3.0,2,3,0,0,8,130
24,4.2,10.595312677353,1913765.0,18.0,5.0,3,3,1,1,13,195
39,4.8,14.021756535050493,1861925.0,17.0,6.0,5,3,1,1,5,150
36,4.9,1.4981379318478807,1909450.0,9.0,1.0,4,2,0,0,7,75
38,4.3,9.075228438646324,1880645.0,19.0,0.0,2,3,0,0,0,180
20,4.7,6.037225392443855,1844650.0,14.0,4.0,0,0,0,1,3,65
29,4.7,7.6838087174265155,1880650.0,21.0,0.0,2,1,0,0,15,65
34,4.9,1.5148058859292481,1847525.0,8.0,2.0,0,2,0,1,14,105
36,4.3,7.60136893811491,1877765.0,19.0,2.0,3,1,0,1,1,155
30,4.7,13.403654333869842,1887855.0,17.0,2.0,0,3,0,1,10,34
20,4.5,13.681631975373575,1861935.0,18.0,6.0,2,3,0,0,8,80
23,4.6,12.1610162189127,1887850.0,22.0,2.0,3,2,1,0,5,100
28,4.6,19.659851482292062,1851845.0,19.0,6.0,2,1,0,1,11,100
33,4.7,4.469166522803337,1838885.0,19.0,1.0,5,1,1,1,5,165
32,4.7,16.47610920349918,1910895.0,17.0,0.0,1,3,0,1,14,155
30,4.4,17.138105845700238,1843210.0,22.0,5.0,4,2,0,1,7,195
31,4.9,9.088011034370515,1886410.0,21.0,3.0,5,1,0,0,0,155
22,4.8,20.25305420828035,1846085.0,17.0,3.0,4,3,0,0,3,150
29,4.9,13.682164847733755,1854725.0,17.0,4.0,2,3,1,1,13,105
36,4.0,10.642283429605715,1867695.0,19.0,2.0,5,1,0,1,11,215
29,4.9,9.220397882984718,1863375.0,20.0,5.0,3,1,1,1,10,24
36,4.4,12.237791615217148,1864810.0,23.0,4.0,3,2,2,1,15,195
34,4.2,6.232303380306801,1880650.0,15.0,0.0,1,3,2,1,5,160
24,4.9,12.292599798532462,1870565.0,18.0,0.0,5,3,0,1,10,28
30,4.8,4.561267998364189,1877775.0,18.0,2.0,0,3,0,0,5,95
20,4.7,7.489996932448978,1912330.0,23.0,6.0,1,2,1,1,14,90
35,4.3,4.590771505102242,1850405.0,21.0,0.0,4,1,0,1,15,170
28,4.7,3.025079987314703,1844650.0,9.0,4.0,4,2,1,1,12,60
21,4.8,9.074573554008944,1853295.0,17.0,5.0,4,3,0,1,12,105
27,4.0,9.326602961232513,1850415.0,22.0,0.0,2,2,0,0,11,105
38,4.6,9.348072739621905,1872005.0,22.0,6.0,3,2,1,1,11,80
38,4.7,6.29013467763468,1863370.0,15.0,5.0,3,3,1,0,14,75
35,4.6,1.5322647895213353,1889295.0,11.0,1.0,3,0,0,1,15,145
37,4.3,6.081204324626466,1872015.0,12.0,6.0,4,0,1,1,1,180
28,4.7,4.464808750409879,1906570.0,22.0,3.0,5,2,0,0,10,19
38,4.4,17.13752759379912,1876330.0,19.0,3.0,4,1,0,0,1,175
31,4.7,12.43518327861207,1854725.0,20.0,4.0,3,1,0,1,4,210
32,4.5,9.121375406203297,1856165.0,19.0,3.0,0,1,2,1,15,90
25,4.6,16.635223376953338,1837455.0,22.0,2.0,0,2,1,3,10,27
29,4.7,4.657671710224878,1856170.0,20.0,3.0,2,1,1,0,3,50
38,4.3,10.86627754255923,1876335.0,22.0,3.0,4,2,0,1,0,200
26,4.5,9.314907489514155,1880650.0,19.0,0.0,4,1,0,1,12,120
23,4.8,7.651068542725116,1869125.0,22.0,1.0,3,2,0,1,4,90
36,4.7,14.021812013196106,1851855.0,17.0,6.0,0,3,2,1,5,110
20,4.9,16.15327446861657,1905130.0,17.0,4.0,1,3,1,1,9,130
35,4.9,12.1610162189127,1857605.0,22.0,2.0,2,2,0,1,15,100
30,4.0,9.348052751110616,1874895.0,23.0,4.0,1,2,0,1,2,120
36,4.6,19.8395614419349,1913770.0,18.0,5.0,4,3,1,1,5,210
33,4.2,3.040891552951612,1844650.0,8.0,4.0,5,2,0,1,2,115
29,4.5,3472.542664805871,1908010.0,20.0,2.0,1,1,1,1,15,75
38,4.8,3.0643606844471907,1844645.0,12.0,4.0,4,0,1,1,7,140
29,4.8,16.60006663605748,1864805.0,17.0,4.0,0,3,1,1,13,60
27,4.6,16.412254068472816,1908010.0,22.0,2.0,5,2,0,0,14,95
21,4.8,4.471739409979227,1886415.0,18.0,3.0,2,3,0,1,10,21
37,4.2,8.811839531569467,1915215.0,17.0,4.0,2,3,1,1,1,155
33,4.8,11.91667929885388,1837445.0,18.0,2.0,5,3,1,0,6,115
37,4.2,16.852118690780628,1879205.0,20.0,1.0,5,1,1,1,11,205
24,4.8,7.6608956642418224,1850415.0,17.0,0.0,1,3,0,1,10,23
38,4.7,19.367701972031078,1876335.0,22.0,3.0,5,2,0,1,3,130
23,4.5,9.219878421275038,1847530.0,20.0,2.0,4,1,0,1,0,135
28,4.8,9.056095962462345,1866255.0,17.0,3.0,4,3,0,1,10,26
33,4.7,3.0734537599377685,1874890.0,10.0,4.0,5,2,1,1,10,23
34,4.8,1.5093577696337532,1856170.0,8.0,3.0,4,2,0,1,8,90
28,4.2,16.647603825140187,1910885.0,19.0,0.0,3,1,0,1,9,155
39,5.0,7.343586910761913,1909455.0,22.0,1.0,1,2,0,1,15,110
36,4.7,4.590648124312415,1886415.0,23.0,3.0,0,2,0,1,6,125
34,4.9,6.127835452844326,1853290.0,16.0,5.0,1,3,0,0,11,130
20,4.6,4.561152341209805,1886410.0,19.0,3.0,5,1,1,0,8,115
23,4.0,3.01871690507141,1838890.0,10.0,1.0,5,2,0,1,11,85
22,4.7,11.007734763744617,1864815.0,23.0,4.0,5,2,0,0,11,70
29,5.0,12.20986822612317,1913765.0,21.0,5.0,0,1,0,1,1,120
27,4.8,12.420345124240976,1861935.0,19.0,6.0,2,1,0,1,9,125
28,4.5,12.25701219409813,1848965.0,20.0,1.0,5,1,1,1,0,110
30,4.6,10.865084189986677,1840335.0,20.0,0.0,3,1,0,1,5,220
29,4.8,6.210141144622586,1853290.0,16.0,5.0,1,3,0,0,10,18
27,5.0,4.674172124263269,1872010.0,18.0,6.0,4,3,1,1,12,50
28,4.5,10.60258238247256,1882095.0,22.0,6.0,4,2,0,1,10,21
28,4.2,1.5126653201046323,1874890.0,8.0,4.0,2,2,0,1,12,85
35,4.9,9.264648568906683,1909450.0,19.0,1.0,3,1,1,1,7,130
26,4.6,17.076258901183188,1854730.0,17.0,4.0,2,3,1,0,0,105
29,4.8,4.717601092054723,1872015.0,22.0,6.0,0,2,1,0,0,115
26,4.4,1.536906134034303,1863365.0,9.0,5.0,1,2,0,1,15,125
38,4.7,20.178267239099554,1870575.0,19.0,0.0,3,1,1,1,0,220
21,4.6,9.326428318803535,1841770.0,18.0,6.0,2,3,1,1,15,140
28,4.9,1.489829154062434,1847525.0,10.0,2.0,5,2,1,1,14,85
24,4.7,1.5125686168842198,1863365.0,8.0,5.0,2,2,1,0,14,90
35,4.8,3.0188687420087144,1856165.0,8.0,3.0,3,2,0,1,9,135
33,4.6,4.66364460686909,1866255.0,22.0,3.0,2,2,0,1,4,130
31,4.7,12.420728618905603,1864815.0,19.0,4.0,2,1,0,0,8,125
39,4.7,16.721288103917214,1851850.0,21.0,6.0,3,1,0,0,14,230
21,4.3,7.646414103068861,1889295.0,22.0,1.0,2,2,0,0,5,90
35,4.5,9.192770952683547,1889295.0,19.0,1.0,1,1,0,1,0,125
24,4.5,4.596543327364382,1883530.0,20.0,5.0,5,1,1,1,3,135
38,5.0,12.580267822400963,1861935.0,20.0,6.0,4,1,1,1,0,215
29,4.6,16.852572769450653,1843210.0,22.0,5.0,4,2,0,1,13,140
25,4.9,7.8626681674103684,1915215.0,19.0,4.0,5,1,0,0,6,80
39,4.5,13.789066440485813,1851845.0,19.0,6.0,2,1,0,1,11,140
33,4.6,10.865776701899678,1884965.0,17.0,4.0,4,3,0,1,10,38
23,5.0,10.864870498856765,1851845.0,20.0,6.0,4,1,0,1,0,175
22,4.9,12.463861442061555,1843215.0,22.0,5.0,1,2,1,0,1,65
33,4.9,13.40589201844524,1861930.0,23.0,6.0,1,2,0,1,12,110
36,4.6,11.93666319586319,1905135.0,18.0,4.0,0,3,0,1,14,170
37,4.6,6.2178514120156425,1869125.0,12.0,1.0,0,0,2,1,2,120
37,4.2,20.44292976252901,1905125.0,20.0,4.0,3,1,1,1,7,210
29,4.5,4.561269432005461,1889295.0,21.0,1.0,3,1,1,0,6,150
20,5.0,7.790158927084966,1853295.0,22.0,5.0,1,1,1,1,4,70
34,4.7,6.209089325963786,1877770.0,14.0,2.0,4,0,1,1,15,135
25,4.9,10.723989806656368,1848975.0,21.0,1.0,2,1,0,3,7,140
28,4.6,3.040665363317611,1874885.0,10.0,4.0,1,2,1,1,4,65
20,4.7,4.663545220952834,1847525.0,20.0,2.0,0,1,0,0,3,85
24,4.9,19.359307695550992,1840330.0,23.0,0.0,3,2,1,0,8,110
36,4.7,14.15280068944862,1879210.0,22.0,1.0,2,2,0,0,0,125
32,5.0,1.5204186010643506,1886405.0,8.0,3.0,3,2,0,1,2,140
23,5.0,12.41848049973811,1848965.0,17.0,1.0,3,3,0,1,12,220
35,4.1,9.07462863182012,1847530.0,20.0,2.0,5,1,0,1,3,180
38,3.5,19.471572943617424,1903695.0,23.0,4.0,4,2,1,0,13,165
21,4.5,17.09838536204264,1861925.0,22.0,6.0,0,2,1,0,14,150
27,5.0,19.91703823583007,1848965.0,17.0,1.0,3,3,0,1,15,215
28,4.0,16.659917302375398,1876330.0,18.0,3.0,2,3,0,1,8,160
38,4.7,12.073402311815224,1879205.0,21.0,1.0,3,1,0,1,2,210
25,4.7,6.1190394664699514,1853290.0,16.0,5.0,4,3,1,1,14,55
39,4.4,19.91431676645955,1864805.0,18.0,4.0,0,3,0,1,13,175
31,3.8,19.36342948174777,1876335.0,20.0,3.0,2,1,0,1,5,155
23,4.9,4.537653689675138,1883525.0,18.0,5.0,5,3,1,1,6,125
22,4.7,3.104803710518419,1889295.0,11.0,1.0,0,0,0,1,9,65
20,4.9,13.789485363023294,1884965.0,21.0,4.0,0,1,0,0,6,60
37,4.6,1.560671234748265,1909445.0,9.0,1.0,3,2,0,1,2,80
22,4.5,10.683827860847892,1905135.0,0.0,4.0,4,2,0,1,15,115
31,4.6,6.23280716086554,1880655.0,16.0,0.0,4,3,0,0,2,95
38,4.9,10.868212517103021,1843210.0,22.0,5.0,1,2,0,1,0,130
36,4.8,9.435201537430714,1850410.0,21.0,0.0,0,1,0,1,9,140
28,4.6,4.395374599206111,1912335.0,18.0,6.0,3,3,0,1,11,140
38,5.0,1.572533729286321,1906565.0,10.0,3.0,0,2,0,0,10,19
28,4.9,7.5456323538790695,1844650.0,17.0,4.0,5,3,0,0,4,105
36,4.4,19.974163074784503,1864810.0,21.0,4.0,5,1,0,1,6,200
35,4.6,13.82967763210672,1846090.0,21.0,3.0,2,1,0,3,0,215
33,3.8,10.880731284671972,1851850.0,21.0,6.0,2,1,0,1,3,170
27,4.6,3.105369890908668,1889285.0,10.0,1.0,2,2,0,1,6,80
30,4.8,9.26469640391466,1906575.0,22.0,3.0,3,2,0,0,4,75
29,4.9,10.721987300671117,1879205.0,23.0,1.0,3,2,1,0,6,110
36,4.4,3.0644871057616707,1853295.0,10.0,5.0,5,2,0,0,1,110
31,4.7,2.979410112022739,1850405.0,8.0,0.0,4,2,0,1,13,75
35,4.8,11.74719918481288,1913765.0,18.0,5.0,1,3,0,1,5,245
23,4.6,13.183266786378617,1908005.0,23.0,2.0,1,2,0,1,15,60
23,4.6,4.579050685145385,1915210.0,20.0,4.0,3,1,1,1,14,135
33,5.0,13.763977224427641,1851845.0,19.0,6.0,4,1,0,1,9,235
35,4.9,9.17624749258827,1877775.0,21.0,2.0,1,1,1,1,4,170
39,4.6,1.5136713101657704,1915210.0,12.0,4.0,1,0,1,1,7,140
39,4.9,1.5203488928264928,1844645.0,11.0,4.0,0,2,0,1,14,80
35,4.7,9.348072739621905,1863365.0,0.0,5.0,1,2,0,1,7,135
37,4.7,6.29013467763468,1915205.0,15.0,4.0,0,3,1,1,1,110
31,4.7,1.5526813140972442,1844650.0,11.0,4.0,3,0,0,0,15,135
22,5.0,3.1053699758611546,1856175.0,11.0,3.0,3,0,1,1,4,125
34,4.0,6.217860689144307,1860485.0,14.0,0.0,3,0,1,1,8,195
25,4.8,6.232189890723436,1883530.0,15.0,5.0,0,3,1,1,2,55
39,4.6,16.60246716832672,1857615.0,20.0,2.0,4,1,1,0,5,210
31,4.9,17.07679057474372,1870570.0,21.0,0.0,3,1,0,2,4,245
26,4.8,13.406473968860336,1848975.0,21.0,1.0,5,1,2,0,7,95
35,4.6,6.146622187550208,1850415.0,14.0,0.0,5,0,1,1,4,125
38,4.8,12.162306145096023,1838885.0,23.0,0.0,1,2,0,1,3,140
20,4.7,7.8626681674103684,1906575.0,20.0,3.0,3,1,0,1,14,120
24,4.8,16.85208641567295,1840335.0,21.0,0.0,4,1,0,1,5,190
39,3.8,13.68250488691661,1846090.0,21.0,3.0,1,1,2,1,10,32
34,4.9,3.040539883060508,1844655.0,10.0,4.0,0,2,1,0,6,95
21,4.8,9.313691518325752,1869130.0,20.0,1.0,5,1,0,0,1,175
34,4.6,10.88095073745098,1848975.0,17.0,1.0,3,3,0,1,0,200
27,4.5,19.615926964388624,1873455.0,18.0,5.0,1,3,0,0,10,19
21,4.8,12.418009922382469,1861930.0,18.0,6.0,0,3,1,0,4,65
36,4.2,12.073616371381316,1864805.0,22.0,4.0,4,2,0,3,5,195
29,4.9,16.641014927987907,1876325.0,18.0,3.0,1,3,0,1,10,29
34,4.6,1.5523608800116515,1838885.0,10.0,1.0,2,2,1,1,7,105
29,4.6,9.313705947300656,1872010.0,19.0,6.0,4,1,2,1,11,110
29,4.8,13.681056958913906,1854730.0,23.0,4.0,1,2,0,1,1,95
20,4.5,7.5620793211870625,1889290.0,18.0,1.0,0,3,0,1,9,50
33,4.6,12.098714903153644,1848965.0,21.0,1.0,3,1,0,1,5,205
30,4.4,6.232150258829198,1886415.0,13.0,3.0,3,0,0,1,7,170
22,4.6,7.661331134220826,1880655.0,21.0,0.0,0,1,0,1,1,65
21,4.9,14.15280068944862,1876325.0,18.0,3.0,5,3,1,1,15,105
33,4.2,12.417115998944011,1861935.0,21.0,6.0,3,1,1,1,1,220
29,4.6,6.209442398392529,1847525.0,12.0,2.0,5,0,1,1,8,115
23,4.2,3.058551495341316,1847535.0,10.0,2.0,5,2,0,1,9,90
20,4.1,7.8626681674103684,1847530.0,23.0,2.0,5,2,0,1,13,115
22,4.8,4.658001279265391,1880645.0,18.0,0.0,4,3,0,1,6,130
24,4.6,11.916235157217862,1838890.0,23.0,0.0,3,2,0,1,14,140
27,4.6,9.080676816810893,1909450.0,21.0,1.0,0,1,1,1,10,14
32,4.6,20.85154468962371,1840325.0,18.0,0.0,0,3,0,1,9,140
29,4.8,13.403654333869842,1836010.0,23.0,2.0,5,2,0,0,4,70
39,4.6,4.596336792438924,1841770.0,21.0,6.0,2,1,0,0,6,135
35,4.9,7.7725232004434295,1880650.0,18.0,0.0,2,3,0,1,4,170
38,5.0,3.1046320933512375,1841770.0,10.0,6.0,0,2,1,0,9,80
35,4.6,8.92908688893574,1909450.0,23.0,1.0,2,2,0,1,11,120
38,5.0,6.037225392443855,1880645.0,15.0,0.0,1,3,1,1,9,150
24,4.9,10.42999110860193,1846085.0,17.0,3.0,0,3,0,1,8,130
33,4.7,9.074684164326316,1874885.0,17.0,4.0,4,3,0,1,2,85
39,4.9,6.29013467763468,1869130.0,13.0,1.0,2,0,0,1,13,160
34,4.6,7.562921044749782,1874890.0,22.0,4.0,3,2,0,0,15,95
37,4.8,7.567723422336862,1912325.0,18.0,6.0,5,3,0,0,8,135
31,4.9,10.906065218662736,1873455.0,21.0,5.0,4,1,0,1,3,255
37,4.5,10.641436955070953,1887845.0,20.0,2.0,2,1,0,1,11,155
29,4.7,6.050084991996258,1889285.0,16.0,1.0,1,3,0,1,1,65
30,4.9,3.145067434621583,1886405.0,9.0,3.0,0,2,0,1,4,135
36,4.5,3.145067434621583,1883530.0,10.0,5.0,1,2,0,1,14,105
20,5.0,11.983536457749452,1908010.0,23.0,2.0,0,2,0,1,8,135
29,4.6,6.058825169286296,1860490.0,14.0,0.0,5,0,1,0,10,28
21,4.6,9.181146899051038,1850405.0,20.0,0.0,4,1,0,1,1,100
24,4.7,10.594021701600404,1913765.0,20.0,5.0,1,1,2,1,8,95
33,4.6,16.646515101533154,1905130.0,19.0,4.0,2,1,2,1,1,135
35,4.8,3.1162228846223834,1886410.0,12.0,3.0,0,0,1,1,10,19
37,4.0,16.720678992752937,1846090.0,18.0,3.0,3,3,1,1,3,165
36,4.7,6.146764727341459,1880655.0,13.0,0.0,1,0,1,1,13,170
24,4.1,20.831167014164606,1908005.0,20.0,2.0,4,1,0,1,11,220
20,4.7,4.528282400326012,1883535.0,23.0,5.0,2,2,1,0,11,60
37,4.9,9.326940869812143,1846085.0,23.0,2.0,2,2,2,1,3,140
36,4.7,8.929198704119369,1906575.0,22.0,3.0,3,2,1,1,8,75
35,4.7,7.573467821949914,1851855.0,23.0,5.0,2,2,0,1,10,25
39,5.0,19.343756283259093,1908005.0,21.0,2.0,4,1,0,1,11,225
38,4.9,6.117673772819904,1838895.0,14.0,1.0,3,0,0,1,7,195
27,4.9,6.210168035777162,1866245.0,15.0,3.0,4,3,0,1,9,65
23,4.8,4.610430682715917,1869135.0,18.0,1.0,2,3,1,1,0,145
24,4.8,19.343610632147183,1913765.0,21.0,5.0,4,1,0,1,6,210
24,4.0,1.5125654463644047,1841765.0,8.0,6.0,2,2,0,0,9,90
26,4.8,3.145067434621583,1909450.0,10.0,1.0,5,2,2,0,0,70
30,4.4,7.761199672759851,1886410.0,19.0,3.0,4,1,2,1,15,165
37,4.8,13.405500819756533,1843205.0,23.0,5.0,2,2,0,1,15,105
26,5.0,3.1054853062814938,1863375.0,8.0,5.0,3,2,0,1,14,95
37,4.7,6.2179328802641525,1889295.0,15.0,1.0,1,3,0,1,8,125
22,4.6,13.972131143083212,1887850.0,17.0,2.0,3,3,1,1,13,125
37,4.4,9.087965501261484,1853285.0,19.0,5.0,4,1,0,1,13,185
34,4.8,1.5580833985948437,1850405.0,10.0,0.0,5,2,1,0,7,135
38,5.0,9.348052751110616,1863365.0,19.0,5.0,2,1,2,1,3,130
38,4.0,1.572533729286321,1874890.0,10.0,4.0,1,2,0,0,8,165
34,4.4,6.232472211118879,1872005.0,14.0,6.0,1,0,1,1,6,160
37,4.5,10.586541004121504,1837445.0,19.0,2.0,2,1,0,1,12,195
38,4.7,20.183529728733618,1864815.0,22.0,4.0,2,2,0,0,5,80
36,5.0,4.663344843093785,1872010.0,20.0,6.0,2,1,2,1,12,140
27,4.5,7.8626681674103684,1869125.0,20.0,1.0,4,1,1,1,2,150
29,4.9,13.970652591255588,1864815.0,20.0,4.0,2,1,1,1,15,125
38,4.8,3.087924681704674,1915205.0,9.0,4.0,4,2,1,3,8,85
26,4.7,7.546676276224336,1860490.0,19.0,0.0,1,1,0,1,2,100
33,4.9,1.572533729286321,1912325.0,11.0,6.0,0,2,1,1,0,90
39,3.5,13.972751063504559,1870575.0,23.0,0.0,3,2,0,1,11,190
32,4.6,10.756990051436132,1846085.0,23.0,3.0,2,2,1,1,13,95
36,4.7,13.970122998261997,1846090.0,20.0,3.0,3,1,0,1,6,235
25,4.6,2.9802493849187557,1853295.0,11.0,5.0,3,0,1,1,11,150
39,4.6,13.405918573024547,1876325.0,20.0,3.0,5,1,0,1,14,175
24,4.2,10.881463659821872,1843215.0,18.0,5.0,4,3,0,0,1,165
36,4.8,3.121275740853258,1915205.0,8.0,4.0,0,2,0,0,11,55
30,4.9,10.42729940099495,1873455.0,22.0,5.0,1,2,1,1,8,110
24,4.5,7.450285845946469,1841765.0,19.0,6.0,1,1,1,1,6,110
36,4.9,9.326872529115304,1860490.0,20.0,0.0,0,1,1,1,13,100
50,6.0,19.3626986679347,1869130.0,,,6,4,2,0,6,100
28,4.6,1.509479521227172,1869135.0,10.0,1.0,2,2,2,0,14,75
38,4.0,9.121036990826918,1860495.0,21.0,0.0,4,1,1,1,1,175
23,4.9,20.96874893995171,1905125.0,20.0,4.0,4,1,1,1,10,31
20,4.7,6.210168035777162,1886410.0,15.0,3.0,4,3,0,1,8,95
26,4.4,5.958771662511523,1860485.0,14.0,0.0,1,0,0,1,1,165
25,4.6,9.435201537430714,1915210.0,22.0,4.0,0,2,0,0,0,50
31,4.9,1.5369113551350593,1860495.0,8.0,0.0,2,2,2,1,11,105
23,4.5,20.44292976252901,1912335.0,23.0,5.0,3,2,0,1,3,130
35,4.6,6.0588489445304,1869125.0,16.0,1.0,0,3,0,1,12,145
27,4.6,17.098467518755893,1837450.0,23.0,2.0,3,2,0,1,11,120
31,3.7,13.611585111772158,1843205.0,21.0,5.0,2,1,1,1,14,220
34,4.6,16.90165909457258,1840325.0,20.0,0.0,0,1,2,1,6,150
36,4.9,10.602450942886513,1879210.0,20.0,1.0,1,1,1,1,7,140
26,4.6,7.762635434587253,1847535.0,22.0,2.0,0,2,0,1,0,90
37,4.6,13.61082462242586,1840335.0,23.0,0.0,2,2,0,0,13,85
28,4.9,3.059460076834105,1853285.0,9.0,5.0,4,2,1,1,2,75
30,4.7,1.5322647895213353,1838885.0,8.0,1.0,3,2,1,1,6,80
29,4.0,16.64865888817196,1913765.0,18.0,5.0,4,3,1,0,6,185
28,4.7,20.182634488293672,1846090.0,20.0,3.0,5,1,1,1,9,135
24,4.6,9.192119121311745,1850405.0,17.0,0.0,4,3,1,1,5,60
22,3.5,12.098699936279857,1864810.0,22.0,4.0,0,2,0,1,10,36
21,4.6,16.60119759495163,1848965.0,17.0,1.0,1,3,0,1,10,20
24,4.9,9.075228438646324,1838895.0,21.0,1.0,3,1,1,1,8,105
21,4.8,6.29013467763468,1877775.0,15.0,2.0,1,3,0,1,13,115
36,4.3,17.29786575291325,1851850.0,19.0,6.0,3,1,0,1,10,35
34,4.8,1.5522933461661421,1874885.0,12.0,4.0,5,0,0,1,10,37
37,5.0,6.147194518583352,1874885.0,15.0,4.0,1,3,0,0,13,125
35,4.3,13.830779932927063,1861930.0,19.0,6.0,5,1,0,1,1,220
39,4.9,4.663419307399213,1844655.0,17.0,4.0,3,3,2,1,2,85
21,4.7,10.594842179011279,1910885.0,19.0,0.0,5,1,0,1,1,110
23,4.6,6.147127365910595,1850410.0,14.0,0.0,4,0,1,0,15,130
37,4.3,16.830461294557434,1848970.0,19.0,1.0,4,1,1,1,0,235
37,4.2,3.116248509790061,1860485.0,10.0,0.0,5,2,0,1,2,125
38,4.8,13.613850325840419,1861925.0,19.0,6.0,5,1,0,1,12,220
27,4.9,7.772809995408273,1869130.0,19.0,1.0,5,1,1,1,10,15
20,4.5,7.448318246839791,1844650.0,21.0,4.0,2,1,0,1,5,75
36,4.6,5017.4457239041585,1905135.0,17.0,4.0,5,3,0,1,0,115
31,4.9,1.5125177574805933,1841770.0,10.0,6.0,0,2,0,1,15,115
31,4.5,12.435806041180756,1876325.0,20.0,3.0,2,1,1,1,5,190
22,4.6,20.253058591951756,1857605.0,19.0,2.0,2,1,1,0,6,115
20,4.8,4.717601092054723,1847525.0,19.0,2.0,4,1,0,1,1,145
34,4.7,3.1051449132268645,1889295.0,8.0,1.0,1,2,2,1,3,140
20,4.9,9.219691659523848,1889285.0,22.0,1.0,5,2,2,1,8,70
34,4.0,9.121491544069729,1889285.0,20.0,1.0,5,1,1,1,9,165
34,4.8,10.86883819011362,1837445.0,22.0,2.0,1,2,0,0,2,145
32,4.7,7.762461854550194,1866245.0,22.0,3.0,3,2,1,1,5,95
27,4.5,9.326829542520468,1866245.0,22.0,3.0,2,2,1,1,8,85
33,4.5,10.587113705075845,1854725.0,23.0,4.0,5,2,0,0,7,130
27,4.8,4.65734737800111,1886410.0,17.0,3.0,5,3,1,1,9,120
27,4.8,7.762500242365753,1866255.0,20.0,3.0,3,1,0,0,5,145
33,5.0,20.831491003915634,1910890.0,20.0,0.0,4,1,1,0,8,225
33,4.4,10.641057010178418,1851855.0,20.0,6.0,2,1,0,1,1,215
22,4.6,7.60136893811491,1874890.0,23.0,4.0,4,2,1,1,10,11
37,4.7,7.5735286916855555,1886410.0,17.0,3.0,0,3,0,0,7,95
37,5.0,4.537922749289298,1883535.0,20.0,5.0,5,1,0,0,11,210
36,4.2,10.757014337994882,1876330.0,19.0,3.0,3,1,0,1,14,215
35,4.2,20.44292976252901,1867685.0,17.0,2.0,1,3,0,1,1,205
27,4.9,7.448627554424398,1883535.0,20.0,5.0,5,1,1,1,0,125
20,4.8,5.952962854609646,1906575.0,14.0,3.0,4,0,0,1,12,145
29,4.2,16.635518179509837,1876330.0,20.0,3.0,3,1,1,1,5,175
28,4.9,13.763896210757977,1843210.0,22.0,5.0,3,2,0,0,4,140
26,4.9,7.490149938263573,1912330.0,21.0,6.0,5,1,0,1,2,65
23,4.9,8.79025588198452,1912325.0,23.0,6.0,4,2,2,0,0,65
34,4.6,16.601240146481178,1843205.0,23.0,5.0,0,2,1,1,7,95
23,4.5,1.520431947999248,1856165.0,8.0,3.0,0,2,0,1,13,70
38,4.8,12.580267822400963,1864810.0,19.0,4.0,4,1,0,1,3,200
23,4.9,10.42729940099495,1879205.0,19.0,1.0,3,1,0,1,6,220
28,4.7,14.021812013196106,1873450.0,20.0,5.0,5,1,1,0,4,135
26,4.8,2.996229260539909,1915210.0,9.0,4.0,2,2,1,0,1,55
23,4.9,4.717601092054723,1915215.0,23.0,4.0,1,2,1,1,4,75
23,4.7,4.561112369847916,1869135.0,17.0,1.0,5,3,0,1,7,125
